Case.Number,Time,Date,Location,Accident.Type,Tickets
B9-014990,2019-02-20T06:21:00Z,2019-02-20T06:00:00Z,SOUTH ST / S 16TH ST,NA,NA
B9-014994,2019-02-20T07:52:00Z,2019-02-20T06:00:00Z,W CORNHUSKER HWY / NW 12TH ST ;EB,No report,NA
B9-015013,2019-02-20T09:25:00Z,2019-02-20T06:00:00Z,HWY 77 bet ALVO RD and ARBOR,NA,B9-015013
B9-015018,2019-02-20T09:45:00Z,2019-02-20T06:00:00Z,S 48 at SOUTH,NA,NA
B9-015029,2019-02-20T10:35:00Z,2019-02-20T06:00:00Z,NW 48 at AIR PARK RD,NA,B9-015029
B9-015041,2019-02-20T11:15:00Z,2019-02-20T06:00:00Z,LEIGHTON bet N 93 and N 98,NA,B9-015041
B9-015042,2019-02-20T11:42:00Z,2019-02-20T06:00:00Z,MELROSE bet S 52 and S 54,H&R,NA
B9-015048,2019-02-20T09:00:00Z,2019-02-20T06:00:00Z,S 9 bet N and O,NA,NA
B9-015077,2019-02-20T13:04:00Z,2019-02-20T06:00:00Z,VINE bet N 30 and N 31,NA,B9-015077
B9-015079,2019-02-20T13:11:00Z,2019-02-20T06:00:00Z,Q bet N 11 and N 12,NA,B9-015079
B9-015082,2019-02-20T13:13:00Z,2019-02-20T06:00:00Z,HAVELOCK bet N 60 and N 61,INJURY,NA
B9-015086,2019-02-20T13:20:00Z,2019-02-20T06:00:00Z,N 27 bet CORNHUSKER and KNOX,NA,B9-015086
B9-015093,2019-02-20T13:59:00Z,2019-02-20T06:00:00Z,K ST / S 14TH ST ;EB,No report,NA
B9-015111,2019-02-20T14:37:00Z,2019-02-20T06:00:00Z,N 52 bet O and R,NA,B9-015111
B9-015120,2019-02-20T15:00:00Z,2019-02-20T06:00:00Z,S 56 bet OLD CHENEY and NEBR HWY,NA,NA
B9-015129,2019-02-20T15:55:00Z,2019-02-20T06:00:00Z,L bet S 17 and S 18,H&R,B9-015129
B9-015142,2019-02-20T16:44:00Z,2019-02-20T06:00:00Z,A bet S 16 and S 17,INJURY,B9-015142
B9-015168,2019-02-20T18:10:00Z,2019-02-20T06:00:00Z,68 at O,NA,B9-015168
B9-015192,2019-02-20T19:11:00Z,2019-02-20T06:00:00Z,Q bet N 13 and N 14,NA,B9-015192
B9-015230,2019-02-20T22:15:00Z,2019-02-20T06:00:00Z,N 56 bet VINE and WILSHIRE,H&R,NA
B9-015249,2019-02-21T00:20:00Z,2019-02-21T06:00:00Z,6130 OAKRIDGE DR,H&R,NA
B9-015278,2019-02-21T06:11:00Z,2019-02-21T06:00:00Z,7209 PIONEERS at PARKING LOT,NA,NA
B9-015284,2019-02-21T06:45:00Z,2019-02-21T06:00:00Z,HWY 34 bet W FLETCHER and FALLBROOK BLVD,NA,B9-015284
B9-015285,2019-02-21T06:00:00Z,2019-02-21T06:00:00Z,at 2500 TAMARIN RID,H&R,NA
B9-015294,2019-02-21T07:40:00Z,2019-02-21T06:00:00Z,Y bet N 32 and N 33,NA,B9-015294
B9-015295,2019-02-21T07:43:00Z,2019-02-21T06:00:00Z,SOUTH bet S 56 and S 57,NA,NA
B9-015296,2019-02-21T07:40:00Z,2019-02-21T06:00:00Z,N 11 at MANATT,NA,B9-015296
B9-015297,2019-02-21T07:46:00Z,2019-02-21T06:00:00Z,PIONEERS BLVD / LUCILE DR ; NB,No report,NA
B9-015298,2019-02-21T07:50:00Z,2019-02-21T06:00:00Z,S 13 bet F and G,INJURY,B9-015298
B9-015299,2019-02-21T07:50:00Z,2019-02-21T06:00:00Z,ADAMS bet N 36 and N 38,NA,B9-015299
B9-015300,2019-02-21T07:52:00Z,2019-02-21T06:00:00Z,901 DONNIE LN,No report,NA
B9-015301,2019-02-21T07:45:00Z,2019-02-21T06:00:00Z,NORMAL bet GARFIELD and SUMNER,NA,B9-015301
B9-015307,2019-02-21T08:20:00Z,2019-02-21T06:00:00Z,N 14 bet BENTON and BENTON,NA,B9-015307
B9-015311,2019-02-21T08:32:00Z,2019-02-21T06:00:00Z,2 / S 27TH ST ; E OF EB,No report,NA
B9-015318,2019-02-21T08:50:00Z,2019-02-21T06:00:00Z,TIERRA bet S 27 and S 30,NA,NA
B9-015327,2019-02-21T09:10:00Z,2019-02-21T06:00:00Z,MONTEREY bet E BERMUDA and S BERMUDA,NA,B9-015327
B9-015331,2019-02-21T09:15:00Z,2019-02-21T06:00:00Z,N 14 bet KNOX and NELSON,INJURY,B9-015331
B9-015340,2019-02-21T09:31:00Z,2019-02-21T06:00:00Z,APPLE ST / N 33RD ST,No report,NA
B9-015349,2019-02-21T09:50:00Z,2019-02-21T06:00:00Z,CORNHUSKER bet N 17 and YOLANDE,NA,B9-015349
B9-015357,2019-02-21T10:15:00Z,2019-02-21T06:00:00Z,P bet N 10 and N 11,NA,B9-015357
B9-015360,2019-02-21T10:15:00Z,2019-02-21T06:00:00Z,BAIR bet DEAD END and SUPERIOR,NA,B9-015360
B9-015370,2019-02-21T10:54:00Z,2019-02-21T06:00:00Z,S FOLSOM at W E,INJURY,B9-015370
B9-015399,2019-02-21T12:35:00Z,2019-02-21T06:00:00Z,S 56 bet MYRTLE and NORMAL,NA,B9-015399
B9-015406,2019-02-21T00:00:00Z,2019-02-21T06:00:00Z,at UNKNOWN,NA,NA
B9-015408,2019-02-21T13:06:00Z,2019-02-21T06:00:00Z,NEHS @2635 N 63RD ST ; LOT JN OF TENNIS CT,NA,NA
B9-015445,2019-02-21T14:44:00Z,2019-02-21T06:00:00Z,S 27 bet CABLE and SOUTH,NA,B9-015445
B9-015464,2019-02-21T00:00:00Z,2019-02-21T06:00:00Z,DELHAY bet CLEVELAND and N 63,H&R,NA
B9-015473,2019-02-21T15:50:00Z,2019-02-21T06:00:00Z,SOUTH bet S 56 and S 57,NA,B9-015473
B9-015475,2019-02-21T16:12:00Z,2019-02-21T06:00:00Z,5112 W KINGSLEY ST,No report,NA
B9-015485,2019-02-21T16:20:00Z,2019-02-21T06:00:00Z,VAN DORN bet S 70 and S 72,NA,B9-015485
B9-015502,2019-02-21T00:00:00Z,2019-02-21T06:00:00Z,3211 S 13 at FAMILY DOLLAR,H&R,NA
B9-015506,2019-02-21T17:15:00Z,2019-02-21T06:00:00Z,S 84 bet LANCASHIRE DR and SANDALWOOD,NA,B9-015506
B9-015525,2019-02-21T00:00:00Z,2019-02-21T06:00:00Z,ROLLING HILLS bet OLD CHENEY and TRELAWNEY,NA,NA
B9-015539,2019-02-21T19:12:00Z,2019-02-21T06:00:00Z,W VAN DORN at HOMESTEAD EXP,INJURY,B9-015539
B9-015546,2019-02-21T19:35:00Z,2019-02-21T06:00:00Z,N 27 bet KENSINGTON and TICONDEROGA,H&R,NA
B9-015554,2019-02-21T20:15:00Z,2019-02-21T06:00:00Z,N 50 bet BALDWIN and HUNTINGTON,NA,NA
B9-015563,2019-02-21T00:00:00Z,2019-02-21T06:00:00Z,2700 HOLDREGE at HOT NAILS,H&R,NA
B9-015571,2019-02-21T21:40:00Z,2019-02-21T06:00:00Z,N 14 at SUPERIOR,H&R,NA
B9-015601,2019-02-22T00:40:00Z,2019-02-22T06:00:00Z,S 28 CT bet DEAD END and DRAKE,H&R,B9-015601
B9-015629,2019-02-22T05:55:00Z,2019-02-22T06:00:00Z,N 84 at COLLEGE PARK RD,NA,NA
B9-015632,2019-02-22T06:40:00Z,2019-02-22T06:00:00Z,MERIDIAN DR at FLETCHER,NA,B9-015632
B9-015635,2019-02-22T06:20:00Z,2019-02-22T06:00:00Z,NEBR HWY bet OLD CHENEY and S 56,H&R,NA
B9-015636,2019-02-22T07:30:00Z,2019-02-22T06:00:00Z,ROLLING HILLS bet OLD CHENEY and TRELAWNEY,NA,NA
B9-015642,2019-02-22T07:45:00Z,2019-02-22T06:00:00Z,I 180 bet I 80 and SUPERIOR,NA,B9-015642
B9-015646,2019-02-22T08:25:00Z,2019-02-22T06:00:00Z,Y ST / N 19TH ST,No report,NA
B9-015661,2019-02-22T09:20:00Z,2019-02-22T06:00:00Z,P bet CENTENNIAL MALL and N 14,NA,NA
B9-015686,2019-02-22T11:20:00Z,2019-02-22T06:00:00Z,N 48 at W,NA,B9-015686
B9-015687,2019-02-22T09:06:00Z,2019-02-22T06:00:00Z,O bet 84 and RUSSWOOD PKWY,NA,NA
B9-015697,2019-02-22T12:22:00Z,2019-02-22T06:00:00Z,CORNHUSKER bet N 48 and SUPERIOR,NA,B9-015697
B9-015740,2019-02-22T14:21:00Z,2019-02-22T06:00:00Z,S 48 bet ANTELOPE CREEK and VAN DORN,NA,NA
B9-015741,2019-02-22T14:35:00Z,2019-02-22T06:00:00Z,S 56 bet EDGEWOOD and SHADY CREEK,NA,B9-015741
B9-015765,2019-02-22T15:35:00Z,2019-02-22T06:00:00Z,O bet 45 and 46,NA,B9-015765
B9-015775,2019-02-22T15:50:00Z,2019-02-22T06:00:00Z,N ANTELOPE VALL bet SALT CREEK RDWY and N 17,INJURY    H&R,NA
B9-015779,2019-02-22T16:07:00Z,2019-02-22T06:00:00Z,KAPLIN UNIVERSITY @1821 K ST,No report,NA
B9-015780,2019-02-22T16:00:00Z,2019-02-22T06:00:00Z,S 27 bet BONACUM and OREILLY,INJURY,B9-015780
B9-015786,2019-02-22T16:12:00Z,2019-02-22T06:00:00Z,N 14 at P,INJURY,B9-015786
B9-015787,2019-02-22T16:06:00Z,2019-02-22T06:00:00Z,STATE FAIR PARK bet CORNHUSKER and THERESA,NA,B9-015787
B9-015788,2019-02-22T16:20:00Z,2019-02-22T06:00:00Z,OLD CHENEY bet S 52 and S 56,NA,B9-015788
B9-015790,2019-02-22T00:00:00Z,2019-02-22T06:00:00Z,at UNKNOWN,H&R,NA
B9-015793,2019-02-22T16:34:00Z,2019-02-22T06:00:00Z,NW 7 at W FLETCHER,INJURY,B9-015793
B9-015796,2019-02-22T16:30:00Z,2019-02-22T06:00:00Z,VAN DORN bet S 10 and S 9,H&R,NA
B9-015801,2019-02-22T16:58:00Z,2019-02-22T06:00:00Z,HARTLEY bet N 56 and RICHMOND,NA,B9-015801
B9-015806,2019-02-22T17:05:00Z,2019-02-22T06:00:00Z,S 70 bet S WEDGEWOOD and TETON,NA,B9-015806
B9-015807,2019-02-22T16:55:00Z,2019-02-22T06:00:00Z,4619 TIPPERARY TRL,No report,NA
B9-015809,2019-02-22T00:00:00Z,2019-02-22T06:00:00Z,R bet N 13 and N 14,H&R,NA
B9-015817,2019-02-22T17:47:00Z,2019-02-22T06:00:00Z,S 27 bet NEBR HWY and PICCADILLY,NA,B9-015817
B9-015820,2019-02-22T17:50:00Z,2019-02-22T06:00:00Z,QUEENS at CHISWICK DR,H&R,B9-015820
B9-015830,2019-02-22T00:00:00Z,2019-02-22T06:00:00Z,4811 NW 1 at HACIENDA REAL,H&R,B9-015830
B9-015854,2019-02-22T20:22:00Z,2019-02-22T06:00:00Z,N 23 at TELLURIDE DR,NA,B9-015854
B9-015870,2019-02-22T21:45:00Z,2019-02-22T06:00:00Z,MADISON bet N 49 and N 50,NA,B9-015870
B9-015874,2019-02-22T22:18:00Z,2019-02-22T06:00:00Z,N 48 at MADISON,NA,B9-015874
B9-015887,2019-02-22T23:00:00Z,2019-02-22T06:00:00Z,3742 L ST ; IN FRONT OF,No report,NA
B9-015894,2019-02-22T23:40:00Z,2019-02-22T06:00:00Z,N 56 bet BALDWIN and HUNTINGTON,INJURY,B9-015894
B9-015896,2019-02-22T23:30:00Z,2019-02-22T06:00:00Z,N 75 at GREENWOOD,H&R,B9-015896
B9-015902,2019-02-23T00:10:00Z,2019-02-23T06:00:00Z,S 14 at NEBR HWY,NA,B9-015902
B9-015909,2019-02-23T00:30:00Z,2019-02-23T06:00:00Z,N COTNER bet FAIRFAX and HOLDREGE,H&R,NA
B9-015929,2019-02-23T02:05:00Z,2019-02-23T06:00:00Z,OREILLY bet KUCERA and S 27,NA,B9-015929
B9-015953,2019-02-23T00:00:00Z,2019-02-23T06:00:00Z,at 5101 N 48,NA,NA
B9-015974,2019-02-23T09:04:00Z,2019-02-23T06:00:00Z,LYNCREST bet L and RANDOLPH,H&R,NA
B9-015979,2019-02-23T00:17:00Z,2019-02-23T06:00:00Z,BRIDGER bet MICKAELA and NW 8,NA,NA
B9-015980,2019-02-23T00:00:00Z,2019-02-23T06:00:00Z,CAPITOL CITY CHURCH @7800 HOLDREGE ST,H&R,NA
B9-015999,2019-02-23T02:15:00Z,2019-02-23T06:00:00Z,N 8 bet O and P,H&R,NA
B9-016023,2019-02-23T00:00:00Z,2019-02-23T06:00:00Z,MIDDLETON AVE bet PALMETTO LN and HUMPHREY,H&R,NA
B9-016024,2019-02-23T14:05:00Z,2019-02-23T06:00:00Z,W VAN DORN at FOLSOM CONNECTOR,NA,B9-016024
B9-016030,2019-02-23T14:20:00Z,2019-02-23T06:00:00Z,VINE bet N 27 and N 28,NA,NA
B9-016032,2019-02-23T14:34:00Z,2019-02-23T06:00:00Z,S 27 bet A and B,H&R,NA
B9-016033,2019-02-23T14:32:00Z,2019-02-23T06:00:00Z,ADAMS bet N 82 and N 84,NA,B9-016033
B9-016034,2019-02-23T14:41:00Z,2019-02-23T06:00:00Z,O at LYNCREST,NA,B9-016034
B9-016036,2019-02-23T14:30:00Z,2019-02-23T06:00:00Z,S 27 at CAPITOL PKWY,NA,NA
B9-016039,2019-02-23T14:57:00Z,2019-02-23T06:00:00Z,S 10 bet HIGH and VAN DORN,INJURY,B9-016039
B9-016041,2019-02-23T15:00:00Z,2019-02-23T06:00:00Z,ORCHARD bet N 46 and N 48,NA,B9-016041
B9-016051,2019-02-23T15:25:00Z,2019-02-23T06:00:00Z,N ANTELOPE VALL bet MILITARY and SALT CREEK RD,NA,B9-016051
B9-016053,2019-02-23T15:23:00Z,2019-02-23T06:00:00Z,S 33 at A,NA,B9-016053
B9-016055,2019-02-23T15:37:00Z,2019-02-23T06:00:00Z,N 27 at HOLDREGE,NA,B9-016055
B9-016058,2019-02-23T00:00:00Z,2019-02-23T06:00:00Z,N 27 bet S and T,H&R,NA
B9-016060,2019-02-23T15:59:00Z,2019-02-23T06:00:00Z,CORNHUSKER bet N 20 and N 23,NA,B9-016060
B9-016062,2019-02-23T15:55:00Z,2019-02-23T06:00:00Z,O bet 46 and 48,NA,B9-016062
B9-016067,2019-02-23T16:12:00Z,2019-02-23T06:00:00Z,O bet 10 and 9,INJURY,B9-016067
B9-016069,2019-02-23T16:31:00Z,2019-02-23T06:00:00Z,HOME DEPOT @3300 N 27TH ST,No report,NA
B9-016075,2019-02-23T16:49:00Z,2019-02-23T06:00:00Z,N 84 at ADAMS,H&R,NA
B9-016078,2019-02-23T17:07:00Z,2019-02-23T06:00:00Z,N 14 bet ADAMS and NELSON,NA,B9-016078
B9-016079,2019-02-23T00:00:00Z,2019-02-23T06:00:00Z,EIGER DR bet NEBR HWY and WESTSHORE,H&R,NA
B9-016091,2019-02-23T18:02:00Z,2019-02-23T06:00:00Z,ST PAUL bet N 47 and N 48,NA,NA
B9-016094,2019-02-23T18:10:00Z,2019-02-23T06:00:00Z,O bet 12 and 13,NA,B9-016094
B9-016122,2019-02-23T19:38:00Z,2019-02-23T06:00:00Z,S 29 at PINE LAKE,NA,B9-016122
B9-016125,2019-02-23T20:13:00Z,2019-02-23T06:00:00Z,O ST / N 11TH ST,No report,NA
B9-016126,2019-02-23T20:17:00Z,2019-02-23T06:00:00Z,at 7151 STACY LN,INJURY,B9-016126
B9-016171,2019-02-24T02:27:00Z,2019-02-24T06:00:00Z,N 14 at SALT CREEK RDWY,NA,B9-016171
B9-016179,2019-02-24T01:19:00Z,2019-02-24T06:00:00Z,2600B CORNHUSKER HWY,No report,NA
B9-016182,2019-02-24T01:40:00Z,2019-02-24T06:00:00Z,N 14 at MORTON,H&R,B9-016182
B9-016207,2019-02-24T06:35:00Z,2019-02-24T06:00:00Z,S 40 at NEBR HWY,NA,B9-016207
B9-016219,2019-02-24T00:00:00Z,2019-02-24T06:00:00Z,at 6310 PLATTE,H&R,NA
B9-016229,2019-02-24T09:45:00Z,2019-02-24T06:00:00Z,CORNHUSKER bet N 48 and SUPERIOR,INJURY,NA
B9-016230,2019-02-24T09:49:00Z,2019-02-24T06:00:00Z,W O bet W 44 and W 48,NA,B9-016230
B9-016233,2019-02-24T09:50:00Z,2019-02-24T06:00:00Z,N 27 bet DUDLEY and ORCHARD,NA,NA
B9-016236,2019-02-24T10:16:00Z,2019-02-24T06:00:00Z,VAN DORN bet S 22 and WOODSDALE,NA,NA
B9-016244,2019-02-24T10:43:00Z,2019-02-24T06:00:00Z,S 84 bet A and JANSSEN,NA,B9-016244
B9-016248,2019-02-24T11:03:00Z,2019-02-24T06:00:00Z,S 48 bet NEBR HWY and WOODLAND,INJURY,B9-016248
B9-016250,2019-02-24T11:00:00Z,2019-02-24T06:00:00Z,S 17 at G,NA,B9-016250
B9-016255,2019-02-24T11:00:00Z,2019-02-24T06:00:00Z,S 9 bet PLUM and SOUTH,NA,B9-016255
B9-016265,2019-02-24T00:00:00Z,2019-02-24T06:00:00Z,at 2527 N 2,H&R,NA
B9-016270,2019-02-24T12:30:00Z,2019-02-24T06:00:00Z,2701 N 70 at PRIVATE DRIVE,INJURY,NA
B9-016272,2019-02-24T12:30:00Z,2019-02-24T06:00:00Z,S 13 at ROSE,NA,NA
B9-016275,2019-02-24T12:44:00Z,2019-02-24T06:00:00Z,S 27 bet C and CAPITOL PKWY,NA,B9-016275
B9-016280,2019-02-24T12:44:00Z,2019-02-24T06:00:00Z,N ANTELOPE VALL bet O and P,H&R,NA
B9-016283,2019-02-24T13:00:00Z,2019-02-24T06:00:00Z,N 33 at CORNHUSKER,NA,B9-016283
B9-016285,2019-02-24T13:00:00Z,2019-02-24T06:00:00Z,S 14 bet OLD CHENEY and ITI DR,NA,NA
B9-016287,2019-02-24T13:05:00Z,2019-02-24T06:00:00Z,W CORNHUSKER bet NW 9 and W DAWES,NA,B9-016287
B9-016301,2019-02-24T00:00:00Z,2019-02-24T06:00:00Z,F bet S 27 and S 28,H&R,NA
B9-016302,2019-02-24T13:40:00Z,2019-02-24T06:00:00Z,CORNHUSKER bet N 31 and N 33,NA,B9-016302
B9-016303,2019-02-24T13:42:00Z,2019-02-24T06:00:00Z,SUPERIOR ST / NW 1ST ST,NA,NA
B9-016315,2019-02-24T14:44:00Z,2019-02-24T06:00:00Z,SUMMER HILL APTS @5440 UNION HILL RD,No report,NA
B9-016331,2019-02-24T15:40:00Z,2019-02-24T06:00:00Z,S 9 bet D and E,NA,NA
B9-016333,2019-02-24T15:55:00Z,2019-02-24T06:00:00Z,WASHINGTON bet S 10 and S 9,NA,B9-016333
B9-016341,2019-02-24T16:34:00Z,2019-02-24T06:00:00Z,S 37 at PIONEERS,No report,NA
B9-016344,2019-02-24T16:42:00Z,2019-02-24T06:00:00Z,O bet 46 and 48,NA,B9-016344
B9-016345,2019-02-24T16:43:00Z,2019-02-24T06:00:00Z,HAVELOCK AVE / CORNHUSKER HWY ;NWC,No report,NA
B9-016346,2019-02-24T00:00:00Z,2019-02-24T06:00:00Z,SISSEL RD bet BRUMMOND and S 28,H&R,NA
B9-016348,2019-02-24T16:48:00Z,2019-02-24T06:00:00Z,N 84 bet WINDMILL DR and LEIGHTON,NA,B9-016348
B9-016355,2019-02-24T17:10:00Z,2019-02-24T06:00:00Z,N 27 bet CORNHUSKER and KNOX,NA,B9-016355
B9-016357,2019-02-24T17:14:00Z,2019-02-24T06:00:00Z,N 27 at VINE,NA,B9-016357
B9-016360,2019-02-24T17:15:00Z,2019-02-24T06:00:00Z,R bet N 18 and N 19,NA,NA
B9-016371,2019-02-24T17:30:00Z,2019-02-24T06:00:00Z,NEBR HWY bet S 20 and SOUTHWOOD DR,NA,B9-016371
B9-016372,2019-02-24T17:30:00Z,2019-02-24T06:00:00Z,S 84 bet OAKDALE and PINEDALE,NA,B9-016372
B9-016384,2019-02-24T17:30:00Z,2019-02-24T06:00:00Z,S 84 bet OAKDALE and PINEDALE,NA,B9-016384
B9-016388,2019-02-24T18:30:00Z,2019-02-24T06:00:00Z,S 8 bet M and N,H&R,B9-016388
B9-016389,2019-02-24T18:25:00Z,2019-02-24T06:00:00Z,CORNHUSKER bet N 31 and N 33,NA,B9-016389
B9-016399,2019-02-24T18:53:00Z,2019-02-24T06:00:00Z,N 48 at DUDLEY,INJURY,B9-016399
B9-016434,2019-02-24T00:00:00Z,2019-02-24T06:00:00Z,at UNKNOWN,H&R,NA
B9-016438,2019-02-24T22:00:00Z,2019-02-24T06:00:00Z,S 27 bet A and WASHINGTON,NA,B9-016438
B9-016439,2019-02-24T22:13:00Z,2019-02-24T06:00:00Z,S 27 at CAPITOL PKWY,INJURY,B9-016439
B9-016442,2019-02-24T22:24:00Z,2019-02-24T06:00:00Z,6700B S 27TH ST ; NB,NA,NA
B9-016498,2019-02-25T06:06:00Z,2019-02-25T06:00:00Z,W HARVEST DR / NW 1ST ST ; ON HARVEST,No report,NA
B9-016500,2019-02-25T06:37:00Z,2019-02-25T06:00:00Z,N 84 bet MARKET DR and FREMONT,NA,B9-016500
B9-016504,2019-02-25T06:44:00Z,2019-02-25T06:00:00Z,S 40 bet CALVERT and SHERIDAN,NA,B9-016504
B9-016505,2019-02-25T06:45:00Z,2019-02-25T06:00:00Z,NEBR HWY bet S 20 and SOUTHWOOD DR,H&R,NA
B9-016507,2019-02-25T06:55:00Z,2019-02-25T06:00:00Z,N 27 bet DAN and SUPERIOR,NA,B9-016507
B9-016508,2019-02-25T06:56:00Z,2019-02-25T06:00:00Z,W CORNHUSKER bet N 1 and NW 4,NA,B9-016508
B9-016512,2019-02-25T07:10:00Z,2019-02-25T06:00:00Z,S 84 bet AUGUSTA DR and WENDELL WAY,INJURY,B9-016512
B9-016520,2019-02-25T06:30:00Z,2019-02-25T06:00:00Z,VAN DORN at PARK BLVD,NA,NA
B9-016526,2019-02-25T07:35:00Z,2019-02-25T06:00:00Z,N ANTELOPE VALL bet DAWES and SAUNDERS,NA,B9-016526
B9-016545,2019-02-25T07:47:00Z,2019-02-25T06:00:00Z,S 27 at HEIDE,NA,B9-016545
B9-016547,2019-02-25T08:07:00Z,2019-02-25T06:00:00Z,VAVRINA LN / HEREL ST,NA,B9-016547
B9-016560,2019-02-25T17:25:00Z,2019-02-25T06:00:00Z,SUPERIOR bet I 180 and N 7,INJURY,NA
B9-016562,2019-02-25T08:40:00Z,2019-02-25T06:00:00Z,S 70 bet YANKEE HILL and YANKEE WOODS DR,NA,B9-016562
B9-016563,2019-02-25T08:52:00Z,2019-02-25T06:00:00Z,SHERIDAN BLVD / S 27TH ST ; N OF SB,NA,NA
B9-016565,2019-02-25T08:54:00Z,2019-02-25T06:00:00Z,N 68 at GARLAND,NA,NA
B9-016576,2019-02-25T09:00:00Z,2019-02-25T06:00:00Z,SUPERIOR bet I 180 and N 7,NA,B9-016576
B9-016583,2019-02-25T09:18:00Z,2019-02-25T06:00:00Z,10 at O,NA,B9-016583
B9-016596,2019-02-25T00:00:00Z,2019-02-25T06:00:00Z,at UNKNOWN,H&R,NA
B9-016600,2019-02-25T09:25:00Z,2019-02-25T06:00:00Z,N COTNER at ADAMS,NA,B9-016600
B9-016602,2019-02-25T09:10:00Z,2019-02-25T06:00:00Z,S 14 at PIONEERS,NA,NA
B9-016603,2019-02-25T09:30:00Z,2019-02-25T06:00:00Z,VINE bet N 32 and N 33,INJURY,B9-016603
B9-016622,2019-02-25T00:00:00Z,2019-02-25T06:00:00Z,OLD CHENEY bet S 48 and S 49,H&R,NA
B9-016639,2019-02-25T09:00:00Z,2019-02-25T06:00:00Z,S 14 bet F and G,INJURY    H&R,NA
B9-016641,2019-02-25T10:27:00Z,2019-02-25T06:00:00Z,LEXINGTON AVE / N COTNER BLVD ; NB,NA,NA
B9-016645,2019-02-25T10:36:00Z,2019-02-25T06:00:00Z,CORNHUSKER bet N 11 and N 14,NA,B9-016645
B9-016649,2019-02-25T10:24:00Z,2019-02-25T06:00:00Z,S 56 bet OLDHAM and SUMNER,NA,B9-016649
B9-016655,2019-02-25T10:45:00Z,2019-02-25T06:00:00Z,VAN DORN bet S 6 and S 9,H&R,NA
B9-016663,2019-02-25T08:10:00Z,2019-02-25T06:00:00Z,VAN DORN bet S 40 and S 41,H&R,NA
B9-016679,2019-02-25T10:45:00Z,2019-02-25T06:00:00Z,S 6 at VAN DORN,NA,NA
B9-016697,2019-02-25T00:00:00Z,2019-02-25T06:00:00Z,2323 T at PARKING LOT,H&R,NA
B9-016711,2019-02-25T13:00:00Z,2019-02-25T06:00:00Z,N 84 bet FREMONT and HAVELOCK,INJURY,NA
B9-016718,2019-02-25T13:13:00Z,2019-02-25T06:00:00Z,2 / S 91ST ST,No report,NA
B9-016719,2019-02-25T13:23:00Z,2019-02-25T06:00:00Z,ADAMS ST / N 70TH ST,No report,NA
B9-016749,2019-02-25T14:29:00Z,2019-02-25T06:00:00Z,2301 O ST ; LUTHERAN FAMILY SERVICES,No report,NA
B9-016753,2019-02-25T14:37:00Z,2019-02-25T06:00:00Z,NW 12 bet W ADAMS and W CORNHUSKER,H&R,B9-016753
B9-016755,2019-02-25T14:34:00Z,2019-02-25T06:00:00Z,NW 12 at W ADAMS,NA,B9-016755
B9-016764,2019-02-25T14:30:00Z,2019-02-25T06:00:00Z,OLD CHENEY bet S 56 and S 58,H&R,NA
B9-016767,2019-02-25T14:56:00Z,2019-02-25T06:00:00Z,N 14 at MORTON,NA,B9-016767
B9-016770,2019-02-25T00:00:00Z,2019-02-25T06:00:00Z,4336 N 20 at PARKING LOT,H&R,NA
B9-016771,2019-02-25T00:00:00Z,2019-02-25T06:00:00Z,N ANTELOPE VALL bet SALT CREEK RDWY and N 17,H&R,NA
B9-016775,2019-02-25T15:19:00Z,2019-02-25T06:00:00Z,S ST / N 31ST ST ; JN,No report,NA
B9-016781,2019-02-25T15:15:00Z,2019-02-25T06:00:00Z,N ANTELOPE VALL bet MILITARY and SALT CREEK RD,NA,B9-016781
B9-016784,2019-02-25T14:17:00Z,2019-02-25T06:00:00Z,at 1111 Q ST,NA,NA
B9-016786,2019-02-25T15:39:00Z,2019-02-25T06:00:00Z,CORNHUSKER bet N 40 and N 44,INJURY,B9-016786
B9-016796,2019-02-25T15:56:00Z,2019-02-25T06:00:00Z,OLD CHENEY bet S 52 and S 56,NA,B9-016796
B9-016809,2019-02-25T16:13:00Z,2019-02-25T06:00:00Z,CORNHUSKER bet I 180 and N 1,NA,B9-016809
B9-016810,2019-02-25T16:08:00Z,2019-02-25T06:00:00Z,S 27 at NEBR HWY,No report,NA
B9-016820,2019-02-25T15:58:00Z,2019-02-25T06:00:00Z,1550 SOUTH at LOT,H&R,NA
B9-016822,2019-02-25T16:25:00Z,2019-02-25T06:00:00Z,S 48 at RANDOLPH,NA,B9-016822
B9-016828,2019-02-25T16:40:00Z,2019-02-25T06:00:00Z,S 58 at OLD CHENEY,NA,B9-016828
B9-016830,2019-02-25T16:46:00Z,2019-02-25T06:00:00Z,S 56 bet N and O,NA,B9-016830
B9-016835,2019-02-25T16:54:00Z,2019-02-25T06:00:00Z,N 28 at MERRILL,NA,NA
B9-016840,2019-02-25T17:00:00Z,2019-02-25T06:00:00Z,HOME DEPOT @3300 N 27TH ST ; BACK NEAR TACO,No report,NA
B9-016841,2019-02-25T00:00:00Z,2019-02-25T06:00:00Z,RATHBONE at PLYMOUTH,H&R,NA
B9-016845,2019-02-25T00:00:00Z,2019-02-25T06:00:00Z,S 13 bet ROSE and SUMNER,H&R,NA
B9-016857,2019-02-25T17:30:00Z,2019-02-25T06:00:00Z,STOCKWELL at DUNN,NA,NA
B9-016858,2019-02-25T17:31:00Z,2019-02-25T06:00:00Z,P bet N 10 and N 11,NA,NA
